id,enter,total_agents,exit_south,exit_east,exit_north,exit_west
107,1,61,-1,-1,1,-1
235,1,189,-1,-1,2,-1
112,1,66,-1,-1,2,-1
108,1,62,-1,-1,3,-1
159,1,113,-1,-1,4,-1
73,1,27,-1,-1,5,-1
148,1,102,-1,-1,6,-1
154,1,108,-1,-1,6,-1
254,1,208,-1,-1,6,-1
295,1,249,-1,-1,7,-1
132,1,86,-1,-1,8,-1
221,1,175,-1,-1,8,-1
49,1,3,-1,-1,8,-1
275,1,229,-1,-1,10,-1
288,1,242,-1,-1,10,-1
180,1,134,-1,-1,10,-1
136,1,90,-1,-1,10,-1
217,1,171,-1,-1,11,-1
84,1,38,-1,-1,11,-1
48,1,2,-1,-1,12,-1
215,1,169,-1,-1,12,-1
121,1,75,-1,-1,12,-1
292,1,246,-1,-1,12,-1
134,1,88,-1,-1,13,-1
109,1,63,-1,-1,13,-1
56,1,10,-1,-1,13,-1
105,1,59,-1,-1,13,-1
177,1,131,-1,-1,13,-1
293,1,247,-1,-1,14,-1
286,1,240,-1,-1,15,-1
79,1,33,-1,-1,15,-1
100,1,54,-1,-1,15,-1
106,1,60,-1,-1,15,-1
229,1,183,-1,-1,16,-1
65,1,19,-1,-1,16,-1
248,1,202,-1,-1,16,-1
184,1,138,-1,-1,16,-1
152,1,106,-1,-1,17,-1
114,1,68,-1,-1,17,-1
118,1,72,-1,-1,17,-1
228,1,182,-1,-1,17,-1
272,1,226,-1,-1,17,-1
261,1,215,-1,-1,18,-1
68,1,22,-1,-1,18,-1
89,1,43,-1,-1,18,-1
95,1,49,-1,-1,19,-1
201,1,155,-1,-1,19,-1
255,1,209,-1,-1,20,-1
174,1,128,-1,-1,20,-1
131,1,85,-1,-1,20,-1
127,1,81,-1,-1,20,-1
96,1,50,-1,-1,20,-1
57,1,11,-1,-1,21,-1
328,15,251,-1,-1,22,-1
94,1,48,-1,-1,22,-1
196,1,150,-1,-1,22,-1
93,1,47,-1,-1,22,-1
282,1,236,-1,-1,23,-1
207,1,161,-1,-1,23,-1
187,1,141,-1,-1,23,-1
224,1,178,-1,-1,23,-1
332,16,251,-1,-1,23,-1
242,1,196,-1,-1,24,-1
129,1,83,-1,-1,24,-1
241,1,195,-1,-1,24,-1
55,1,9,-1,-1,24,-1
204,1,158,-1,-1,24,-1
279,1,233,-1,-1,25,-1
289,1,243,-1,-1,25,-1
232,1,186,-1,-1,25,-1
280,1,234,-1,-1,26,-1
343,19,251,-1,-1,26,-1
214,1,168,-1,-1,26,-1
305,6,251,-1,-1,26,-1
348,20,251,-1,-1,26,-1
253,1,207,-1,-1,26,-1
304,6,251,-1,-1,27,-1
327,15,251,-1,-1,27,-1
266,1,220,-1,-1,27,-1
160,1,114,-1,-1,28,-1
243,1,197,-1,-1,28,-1
290,1,244,-1,-1,28,-1
170,1,124,-1,-1,28,-1
92,1,46,-1,-1,28,-1
370,26,251,-1,-1,29,-1
168,1,122,-1,-1,29,-1
88,1,42,-1,-1,29,-1
218,1,172,-1,-1,30,-1
203,1,157,-1,-1,30,-1
82,1,36,-1,-1,30,-1
331,16,251,-1,-1,30,-1
302,5,251,-1,-1,30,-1
133,1,87,-1,-1,31,-1
54,1,8,-1,-1,31,-1
59,1,13,-1,-1,31,-1
146,1,100,-1,-1,31,-1
220,1,174,-1,-1,32,-1
277,1,231,-1,-1,32,-1
63,1,17,-1,-1,32,-1
390,31,251,-1,-1,32,-1
247,1,201,-1,-1,33,-1
167,1,121,-1,-1,33,-1
103,1,57,-1,-1,33,-1
384,30,251,-1,-1,33,-1
271,1,225,-1,-1,34,-1
80,1,34,-1,-1,34,-1
287,1,241,-1,-1,34,-1
71,1,25,-1,-1,35,-1
67,1,21,-1,-1,35,-1
257,1,211,-1,-1,35,-1
78,1,32,-1,-1,35,-1
324,13,251,-1,-1,36,-1
