id,enter,total_agents,exit_south,exit_east,exit_north,exit_west
718,1,595,-1,-1,1,-1
435,1,312,-1,-1,1,-1
551,1,428,-1,-1,1,-1
559,1,436,-1,-1,1,-1
904,1,781,-1,-1,1,-1
597,1,474,-1,-1,1,-1
223,1,100,-1,-1,1,-1
295,1,172,-1,-1,-1,1
361,1,238,-1,-1,-1,1
704,1,581,-1,-1,-1,1
633,1,510,-1,-1,-1,1
556,1,433,-1,-1,-1,1
1068,1,945,-1,-1,-1,1
656,1,533,-1,-1,-1,1
1071,1,948,-1,-1,-1,1
813,1,690,-1,-1,-1,2
1037,1,914,-1,-1,2,-1
485,1,362,-1,-1,2,-1
354,1,231,-1,-1,2,-1
188,1,65,-1,-1,2,-1
688,1,565,-1,-1,2,-1
635,1,512,-1,-1,2,-1
818,1,695,-1,-1,2,-1
297,1,174,-1,-1,-1,2
927,1,804,-1,-1,-1,2
212,1,89,-1,-1,-1,2
990,1,867,-1,-1,-1,2
831,1,708,-1,-1,3,-1
588,1,465,-1,-1,3,-1
1055,1,932,-1,-1,3,-1
860,1,737,-1,-1,3,-1
1078,1,955,-1,-1,-1,3
823,1,700,-1,-1,-1,3
525,1,402,-1,-1,3,-1
283,1,160,-1,-1,3,-1
1036,1,913,-1,-1,-1,3
814,1,691,-1,-1,-1,3
802,1,679,-1,-1,-1,3
764,1,641,-1,-1,-1,3
172,1,49,-1,-1,3,-1
905,1,782,-1,-1,4,-1
402,1,279,-1,-1,4,-1
207,1,84,-1,-1,-1,4
729,1,606,-1,-1,-1,4
341,1,218,-1,-1,-1,4
272,1,149,-1,-1,-1,4
944,1,821,-1,-1,4,-1
962,1,839,-1,-1,4,-1
780,1,657,-1,-1,4,-1
472,1,349,-1,-1,4,-1
1032,1,909,-1,-1,5,-1
604,1,481,-1,-1,5,-1
577,1,454,-1,-1,5,-1
901,1,778,-1,-1,5,-1
824,1,701,-1,-1,5,-1
360,1,237,-1,-1,-1,5
558,1,435,-1,-1,-1,5
705,1,582,-1,-1,-1,5
359,1,236,-1,-1,-1,5
462,1,339,-1,-1,5,-1
331,1,208,-1,-1,5,-1
513,1,390,-1,-1,5,-1
206,1,83,-1,-1,-1,5
323,1,200,-1,-1,5,-1
300,1,177,-1,-1,5,-1
543,1,420,-1,-1,5,-1
227,1,104,-1,-1,5,-1
422,1,299,-1,-1,-1,5
930,1,807,-1,-1,-1,5
197,1,74,-1,-1,-1,5
988,1,865,-1,-1,6,-1
1031,1,908,-1,-1,6,-1
321,1,198,-1,-1,6,-1
639,1,516,-1,-1,6,-1
982,1,859,-1,-1,-1,6
702,1,579,-1,-1,-1,6
959,1,836,-1,-1,-1,6
1140,5,959,-1,-1,-1,6
948,1,825,-1,-1,-1,6
