id,enter,total_agents,exit_south,exit_east,exit_north,exit_west
174,1,116,-1,-1,-1,1
181,1,123,-1,-1,-1,2
216,1,158,-1,-1,-1,2
163,1,105,-1,-1,-1,4
265,1,207,-1,-1,-1,6
102,1,44,-1,-1,-1,6
279,1,221,-1,-1,-1,6
238,1,180,-1,-1,-1,7
225,1,167,-1,-1,-1,8
311,1,253,-1,-1,-1,8
304,1,246,-1,-1,-1,10
306,1,248,-1,-1,-1,11
132,1,74,-1,-1,-1,12
145,1,87,-1,-1,-1,13
236,1,178,-1,-1,-1,14
185,1,127,-1,-1,-1,14
228,1,170,-1,-1,-1,14
67,1,9,-1,-1,-1,15
79,1,21,-1,-1,-1,15
146,1,88,-1,-1,-1,16
165,1,107,-1,-1,-1,17
126,1,68,-1,-1,-1,17
242,1,184,-1,-1,-1,18
138,1,80,-1,-1,-1,18
184,1,126,-1,-1,-1,18
118,1,60,-1,-1,-1,18
260,1,202,-1,-1,-1,19
290,1,232,-1,-1,-1,20
149,1,91,-1,-1,-1,21
333,17,254,-1,-1,-1,21
338,19,254,-1,-1,-1,21
205,1,147,-1,-1,-1,21
235,1,177,-1,-1,-1,23
116,1,58,-1,-1,-1,23
341,21,254,-1,-1,-1,23
134,1,76,-1,-1,-1,23
295,1,237,-1,-1,-1,24
234,1,176,-1,-1,-1,24
176,1,118,-1,-1,-1,25
196,1,138,-1,-1,-1,26
291,1,233,-1,-1,-1,26
131,1,73,-1,-1,-1,27
93,1,35,-1,-1,-1,28
87,1,29,-1,-1,-1,28
233,1,175,-1,-1,-1,29
72,1,14,-1,-1,-1,29
281,1,223,-1,-1,-1,29
155,1,97,-1,-1,-1,30
160,1,102,-1,-1,-1,30
329,15,254,-1,-1,-1,32
128,1,70,-1,-1,-1,32
259,1,201,-1,-1,-1,33
210,1,152,-1,-1,-1,33
327,14,254,-1,-1,-1,34
325,13,254,-1,-1,-1,35
201,1,143,-1,-1,-1,36
360,30,254,-1,-1,-1,36
321,8,254,-1,-1,-1,37
103,1,45,-1,-1,-1,37
141,1,83,-1,-1,-1,38
284,1,226,-1,-1,-1,38
182,1,124,-1,-1,-1,38
190,1,132,-1,-1,-1,38
59,1,1,-1,-1,-1,39
214,1,156,-1,-1,-1,40
323,11,254,-1,-1,-1,41
224,1,166,-1,-1,-1,41
157,1,99,-1,-1,-1,41
231,1,173,-1,-1,-1,43
206,1,148,-1,-1,-1,43
248,1,190,-1,-1,-1,44
230,1,172,-1,-1,-1,44
209,1,151,-1,-1,-1,46
312,1,254,-1,-1,-1,46
92,1,34,-1,-1,-1,46
250,1,192,-1,-1,-1,47
251,1,193,-1,-1,-1,48
308,1,250,-1,-1,-1,48
152,1,94,-1,-1,-1,48
261,1,203,-1,-1,-1,48
177,1,119,-1,-1,-1,48
292,1,234,-1,-1,-1,49
153,1,95,-1,-1,-1,49
223,1,165,-1,-1,-1,50
63,1,5,-1,-1,-1,51
289,1,231,-1,-1,-1,51
183,1,125,-1,-1,-1,52
98,1,40,-1,-1,-1,52
274,1,216,-1,-1,-1,52
264,1,206,-1,-1,-1,52
266,1,208,-1,-1,-1,53
187,1,129,-1,-1,-1,54
285,1,227,-1,-1,-1,54
192,1,134,-1,-1,-1,55
212,1,154,-1,-1,-1,55
364,33,254,-1,-1,-1,55
305,1,247,-1,-1,-1,55
105,1,47,-1,-1,-1,55
117,1,59,-1,-1,-1,55
60,1,2,-1,-1,-1,56
272,1,214,-1,-1,-1,56
114,1,56,-1,-1,-1,57
166,1,108,-1,-1,-1,57
247,1,189,-1,-1,-1,57
309,1,251,-1,-1,-1,57
366,35,254,-1,-1,-1,57
148,1,90,-1,-1,-1,58
129,1,71,-1,-1,-1,58
361,32,254,-1,-1,-1,58
