id,enter,total_agents,exit_south,exit_east,exit_north,exit_west
347,1,189,-1,-1,1,-1
440,1,282,-1,-1,1,-1
539,1,381,-1,-1,1,-1
666,1,508,-1,-1,2,-1
513,1,355,-1,-1,2,-1
323,1,165,-1,-1,2,-1
356,1,198,-1,-1,3,-1
416,1,258,-1,-1,3,-1
383,1,225,-1,-1,4,-1
599,1,441,-1,-1,4,-1
421,1,263,-1,-1,4,-1
573,1,415,-1,-1,5,-1
486,1,328,-1,-1,5,-1
166,1,8,-1,-1,5,-1
646,1,488,-1,-1,6,-1
163,1,5,-1,-1,6,-1
386,1,228,-1,-1,7,-1
676,1,518,-1,-1,7,-1
564,1,406,-1,-1,7,-1
634,1,476,-1,-1,8,-1
537,1,379,-1,-1,8,-1
585,1,427,-1,-1,8,-1
377,1,219,-1,-1,8,-1
523,1,365,-1,-1,9,-1
491,1,333,-1,-1,9,-1
176,1,18,-1,-1,9,-1
318,1,160,-1,-1,9,-1
429,1,271,-1,-1,10,-1
264,1,106,-1,-1,10,-1
684,1,526,-1,-1,11,-1
521,1,363,-1,-1,11,-1
364,1,206,-1,-1,11,-1
547,1,389,-1,-1,12,-1
678,1,520,-1,-1,12,-1
701,6,529,-1,-1,12,-1
535,1,377,-1,-1,12,-1
709,8,529,-1,-1,12,-1
350,1,192,-1,-1,12,-1
717,11,529,-1,-1,12,-1
197,1,39,-1,-1,12,-1
238,1,80,-1,-1,12,-1
409,1,251,-1,-1,13,-1
471,1,313,-1,-1,13,-1
511,1,353,-1,-1,13,-1
712,9,529,-1,-1,13,-1
589,1,431,-1,-1,13,-1
385,1,227,-1,-1,14,-1
490,1,332,-1,-1,14,-1
610,1,452,-1,-1,14,-1
625,1,467,-1,-1,14,-1
488,1,330,-1,-1,14,-1
616,1,458,-1,-1,14,-1
495,1,337,-1,-1,14,-1
432,1,274,-1,-1,14,-1
439,1,281,-1,-1,14,-1
198,1,40,-1,-1,14,-1
568,1,410,-1,-1,14,-1
171,1,13,-1,-1,15,-1
380,1,222,-1,-1,15,-1
525,1,367,-1,-1,15,-1
245,1,87,-1,-1,15,-1
188,1,30,-1,-1,15,-1
341,1,183,-1,-1,15,-1
647,1,489,-1,-1,15,-1
275,1,117,-1,-1,15,-1
524,1,366,-1,-1,15,-1
213,1,55,-1,-1,16,-1
732,13,529,-1,-1,16,-1
302,1,144,-1,-1,16,-1
643,1,485,-1,-1,16,-1
669,1,511,-1,-1,16,-1
653,1,495,-1,-1,16,-1
273,1,115,-1,-1,16,-1
438,1,280,-1,-1,16,-1
435,1,277,-1,-1,16,-1
368,1,210,-1,-1,16,-1
681,1,523,-1,-1,17,-1
161,1,3,-1,-1,17,-1
461,1,303,-1,-1,17,-1
353,1,195,-1,-1,17,-1
506,1,348,-1,-1,17,-1
533,1,375,-1,-1,17,-1
623,1,465,-1,-1,18,-1
768,17,529,-1,-1,18,-1
522,1,364,-1,-1,18,-1
689,1,529,-1,-1,18,-1
699,5,529,-1,-1,19,-1
446,1,288,-1,-1,19,-1
312,1,154,-1,-1,19,-1
366,1,208,-1,-1,19,-1
627,1,469,-1,-1,19,-1
630,1,472,-1,-1,19,-1
177,1,19,-1,-1,19,-1
650,1,492,-1,-1,19,-1
574,1,416,-1,-1,19,-1
411,1,253,-1,-1,19,-1
437,1,279,-1,-1,20,-1
601,1,443,-1,-1,20,-1
355,1,197,-1,-1,20,-1
726,12,529,-1,-1,20,-1
308,1,150,-1,-1,20,-1
725,12,529,-1,-1,20,-1
614,1,456,-1,-1,20,-1
783,20,529,-1,-1,20,-1
663,1,505,-1,-1,20,-1
331,1,173,-1,-1,20,-1
180,1,22,-1,-1,20,-1
229,1,71,-1,-1,21,-1
466,1,308,-1,-1,21,-1
615,1,457,-1,-1,21,-1
413,1,255,-1,-1,21,-1
283,1,125,-1,-1,21,-1
781,19,529,-1,-1,21,-1
414,1,256,-1,-1,21,-1
587,1,429,-1,-1,22,-1
740,14,529,-1,-1,22,-1
191,1,33,-1,-1,22,-1
565,1,407,-1,-1,22,-1
619,1,461,-1,-1,22,-1
404,1,246,-1,-1,22,-1
246,1,88,-1,-1,23,-1
785,20,529,-1,-1,23,-1
253,1,95,-1,-1,23,-1
379,1,221,-1,-1,23,-1
517,1,359,-1,-1,23,-1
162,1,4,-1,-1,24,-1
551,1,393,-1,-1,24,-1
270,1,112,-1,-1,24,-1
184,1,26,-1,-1,24,-1
529,1,371,-1,-1,24,-1
210,1,52,-1,-1,24,-1
182,1,24,-1,-1,24,-1
313,1,155,-1,-1,24,-1
727,12,529,-1,-1,25,-1
390,1,232,-1,-1,25,-1
584,1,426,-1,-1,25,-1
590,1,432,-1,-1,25,-1
661,1,503,-1,-1,25,-1
632,1,474,-1,-1,25,-1
548,1,390,-1,-1,25,-1
444,1,286,-1,-1,26,-1
247,1,89,-1,-1,26,-1
396,1,238,-1,-1,26,-1
737,14,529,-1,-1,26,-1
607,1,449,-1,-1,26,-1
688,1,529,-1,-1,26,-1
224,1,66,-1,-1,26,-1
393,1,235,-1,-1,26,-1
204,1,46,-1,-1,27,-1
333,1,175,-1,-1,27,-1
705,7,529,-1,-1,27,-1
774,19,529,-1,-1,27,-1
665,1,507,-1,-1,27,-1
586,1,428,-1,-1,27,-1
387,1,229,-1,-1,27,-1
463,1,305,-1,-1,28,-1
493,1,335,-1,-1,28,-1
305,1,147,-1,-1,28,-1
428,1,270,-1,-1,28,-1
168,1,10,-1,-1,28,-1
604,1,446,-1,-1,29,-1
183,1,25,-1,-1,29,-1
289,1,131,-1,-1,29,-1
479,1,321,-1,-1,29,-1
194,1,36,-1,-1,29,-1
291,1,133,-1,-1,30,-1
222,1,64,-1,-1,30,-1
460,1,302,-1,-1,30,-1
559,1,401,-1,-1,30,-1
286,1,128,-1,-1,30,-1
339,1,181,-1,-1,30,-1
729,13,529,-1,-1,30,-1
202,1,44,-1,-1,30,-1
232,1,74,-1,-1,30,-1
265,1,107,-1,-1,30,-1
715,10,529,-1,-1,30,-1
530,1,372,-1,-1,31,-1
561,1,403,-1,-1,31,-1
579,1,421,-1,-1,31,-1
728,13,529,-1,-1,31,-1
267,1,109,-1,-1,31,-1
815,24,529,-1,-1,31,-1
337,1,179,-1,-1,31,-1
597,1,439,-1,-1,31,-1
250,1,92,-1,-1,31,-1
567,1,409,-1,-1,31,-1
638,1,480,-1,-1,31,-1
778,19,529,-1,-1,31,-1
498,1,340,-1,-1,32,-1
465,1,307,-1,-1,32,-1
208,1,50,-1,-1,32,-1
515,1,357,-1,-1,32,-1
730,13,529,-1,-1,32,-1
398,1,240,-1,-1,32,-1
542,1,384,-1,-1,32,-1
316,1,158,-1,-1,32,-1
746,15,529,-1,-1,32,-1
519,1,361,-1,-1,32,-1
448,1,290,-1,-1,32,-1
683,1,525,-1,-1,32,-1
373,1,215,-1,-1,32,-1
317,1,159,-1,-1,32,-1
628,1,470,-1,-1,32,-1
492,1,334,-1,-1,32,-1
672,1,514,-1,-1,32,-1
226,1,68,-1,-1,32,-1
591,1,433,-1,-1,33,-1
814,24,529,-1,-1,33,-1
298,1,140,-1,-1,33,-1
260,1,102,-1,-1,33,-1
434,1,276,-1,-1,33,-1
221,1,63,-1,-1,33,-1
883,32,529,-1,-1,34,-1
236,1,78,-1,-1,34,-1
526,1,368,-1,-1,34,-1
371,1,213,-1,-1,34,-1
751,15,529,-1,-1,34,-1
403,1,245,-1,-1,34,-1
500,1,342,-1,-1,34,-1
716,11,529,-1,-1,35,-1
251,1,93,-1,-1,35,-1
259,1,101,-1,-1,35,-1
263,1,105,-1,-1,35,-1
720,12,529,-1,-1,35,-1
570,1,412,-1,-1,35,-1
306,1,148,-1,-1,35,-1
217,1,59,-1,-1,36,-1
659,1,501,-1,-1,36,-1
338,1,180,-1,-1,36,-1
334,1,176,-1,-1,36,-1
255,1,97,-1,-1,36,-1
504,1,346,-1,-1,36,-1
538,1,380,-1,-1,36,-1
464,1,306,-1,-1,36,-1
425,1,267,-1,-1,36,-1
382,1,224,-1,-1,36,-1
388,1,230,-1,-1,37,-1
